ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-12-28,40527.55219513465,19539.371669411838,58203.84088596473,40527.55219513465,40527.55219513465,-1940.4928551330875,-1940.4928551330875,-1940.4928551330875,-1940.4928551330875,-1940.4928551330875,-1940.4928551330875,0.0,0.0,0.0,38587.059340001564
2021-12-29,40518.70877629094,15470.243833026638,54066.79927876945,40518.70877629094,40518.70877629094,-5409.119969554484,-5409.119969554484,-5409.119969554484,-5409.119969554484,-5409.119969554484,-5409.119969554484,0.0,0.0,0.0,35109.58880673646
2021-12-30,40509.86535744724,14916.15977298905,52891.382599976016,40509.86535744724,40509.86535744724,-7697.264208553122,-7697.264208553122,-7697.264208553122,-7697.264208553122,-7697.264208553122,-7697.264208553122,0.0,0.0,0.0,32812.601148894115
2021-12-31,40501.02193860353,24135.638856118363,63156.01975775969,40501.02193860353,40501.02193860353,3562.5837617374773,3562.5837617374773,3562.5837617374773,3562.5837617374773,3562.5837617374773,3562.5837617374773,0.0,0.0,0.0,44063.60570034101
2022-01-01,40492.17851975983,32288.260360321114,71002.93796658181,40492.17851975983,40492.17851975983,11527.12976864556,11527.12976864556,11527.12976864556,11527.12976864556,11527.12976864556,11527.12976864556,0.0,0.0,0.0,52019.30828840539
2022-01-02,40483.33510091613,24535.63641510604,63183.362970436436,40483.33510091613,40483.33510091613,3120.2545286555423,3120.2545286555423,3120.2545286555423,3120.2545286555423,3120.2545286555423,3120.2545286555423,0.0,0.0,0.0,43603.58962957167
2022-01-03,40474.49168207242,17753.262312952338,55854.29991436143,40474.49168207242,40474.49168207242,-3163.0910257754886,-3163.0910257754886,-3163.0910257754886,-3163.0910257754886,-3163.0910257754886,-3163.0910257754886,0.0,0.0,0.0,37311.40065629693
2022-01-04,40465.64826322871,19336.353646768574,57954.25270365245,40465.64826322871,40465.64826322871,-1940.4928551326325,-1940.4928551326325,-1940.4928551326325,-1940.4928551326325,-1940.4928551326325,-1940.4928551326325,0.0,0.0,0.0,38525.15540809608
2022-01-05,40456.80484438501,15024.946785892984,54649.302066743556,40456.80484438501,40456.80484438501,-5409.119969558404,-5409.119969558404,-5409.119969558404,-5409.119969558404,-5409.119969558404,-5409.119969558404,0.0,0.0,0.0,35047.684874826606
2022-01-06,40447.9614255413,13264.383081831762,51438.61558443094,40447.9614255413,40447.9614255413,-7697.264208549322,-7697.264208549322,-7697.264208549322,-7697.264208549322,-7697.264208549322,-7697.264208549322,0.0,0.0,0.0,32750.697216991983
2022-01-07,40439.118006697594,24111.454820165196,62754.408413726764,40439.118006697594,40439.118006697594,3562.583761748593,3562.583761748593,3562.583761748593,3562.583761748593,3562.583761748593,3562.583761748593,0.0,0.0,0.0,44001.70176844619
2022-01-08,40430.2745878539,34287.28426641607,71502.31398073827,40430.2745878539,40430.2745878539,11527.129768648938,11527.129768648938,11527.129768648938,11527.129768648938,11527.129768648938,11527.129768648938,0.0,0.0,0.0,51957.40435650284
2022-01-09,40421.43116901019,24664.035949971334,62943.61003120897,40421.43116901019,40421.43116901019,3120.2545286472937,3120.2545286472937,3120.2545286472937,3120.2545286472937,3120.2545286472937,3120.2545286472937,0.0,0.0,0.0,43541.685697657485
2022-01-10,40412.58775016648,17665.54936673003,56364.210764318486,40412.58775016648,40412.58775016648,-3163.0910257759306,-3163.0910257759306,-3163.0910257759306,-3163.0910257759306,-3163.0910257759306,-3163.0910257759306,0.0,0.0,0.0,37249.49672439055
2022-01-11,40403.74433132278,18876.18875512929,58307.46128997014,40403.74433132278,40403.74433132278,-1940.492855132764,-1940.492855132764,-1940.492855132764,-1940.492855132764,-1940.492855132764,-1940.492855132764,0.0,0.0,0.0,38463.25147619002
